Participant,List,Trial,Condition,Event Category,Event Type,Layer,Hotspot,Trial Start,Elapsed,X,Y,Browser,Version,OS,image-left,image-right,audio
46,2_1,umbrella,2_1DisfluentL,mouse,move,canvas,,1549630103750.59,336.6750000000029,505,361,chrome,72.0.3626,Windows 10,t_umbrella.png,d40.png,e_umbrella_d.wav
46,2_1,umbrella,2_1DisfluentL,mouse,move,canvas,,1549630103750.59,395.2149999999965,505,362,chrome,72.0.3626,Windows 10,t_umbrella.png,d40.png,e_umbrella_d.wav
46,2_1,umbrella,2_1DisfluentL,mouse,move,canvas,,1549630103750.59,424.6799999999639,505,363,chrome,72.0.3626,Windows 10,t_umbrella.png,d40.png,e_umbrella_d.wav
46,2_1,umbrella,2_1DisfluentL,mouse,move,canvas,,1549630103750.59,498.2049999999872,505,364,chrome,72.0.3626,Windows 10,t_umbrella.png,d40.png,e_umbrella_d.wav
46,2_1,umbrella,2_1DisfluentL,mouse,move,canvas,,1549630103750.59,512.9150000000227,504,365,chrome,72.0.3626,Windows 10,t_umbrella.png,d40.png,e_umbrella_d.wav
46,2_1,umbrella,2_1DisfluentL,mouse,move,canvas,,1549630103750.59,527.4699999999866,502,365,chrome,72.0.3626,Windows 10,t_umbrella.png,d40.png,e_umbrella_d.wav
46,2_1,umbrella,2_1DisfluentL,mouse,move,canvas,,1549630103750.59,542.1599999999598,501,365,chrome,72.0.3626,Windows 10,t_umbrella.png,d40.png,e_umbrella_d.wav
46,2_1,umbrella,2_1DisfluentL,mouse,move,canvas,,1549630103750.59,564.1399999999412,498,365,chrome,72.0.3626,Windows 10,t_umbrella.png,d40.png,e_umbrella_d.wav
46,2_1,umbrella,2_1DisfluentL,mouse,move,canvas,,1549630103750.59,578.8800000000192,497,365,chrome,72.0.3626,Windows 10,t_umbrella.png,d40.png,e_umbrella_d.wav
46,2_1,umbrella,2_1DisfluentL,mouse,move,canvas,,1549630103750.59,593.8249999999243,496,365,chrome,72.0.3626,Windows 10,t_umbrella.png,d40.png,e_umbrella_d.wav
46,2_1,umbrella,2_1DisfluentL,mouse,move,canvas,,1549630103750.59,600.939999999915,495,365,chrome,72.0.3626,Windows 10,t_umbrella.png,d40.png,e_umbrella_d.wav
46,2_1,umbrella,2_1DisfluentL,mouse,move,canvas,,1549630103750.59,622.8800000000047,493,365,chrome,72.0.3626,Windows 10,t_umbrella.png,d40.png,e_umbrella_d.wav
46,2_1,umbrella,2_1DisfluentL,mouse,move,canvas,,1549630103750.59,644.8199999999779,492,365,chrome,72.0.3626,Windows 10,t_umbrella.png,d40.png,e_umbrella_d.wav
46,2_1,umbrella,2_1DisfluentL,mouse,move,canvas,,1549630103750.59,651.989999999947,492,364,chrome,72.0.3626,Windows 10,t_umbrella.png,d40.png,e_umbrella_d.wav
46,2_1,umbrella,2_1DisfluentL,mouse,move,canvas,,1549630103750.59,674.1399999999558,492,363,chrome,72.0.3626,Windows 10,t_umbrella.png,d40.png,e_umbrella_d.wav
